"ActivityDT","ChartEvents","SourceHost","SourceDatabase","SourceTable"
"26/01/2006",12351,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/01/2007",12534,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/01/2008",12361,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/02/2000",11038,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/02/2001",13409,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/02/2002",12778,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/02/2003",14414,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/02/2004",15695,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/02/2005",13620,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/02/2006",13518,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/02/2007",12945,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/02/2008",16325,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/03/2000",12624,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/03/2001",11554,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/03/2002",13784,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/03/2003",14800,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/03/2004",14877,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/03/2005",14802,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/03/2006",16977,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/03/2007",12907,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/03/2008",14164,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/04/2000",12252,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/04/2001",12331,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/04/2002",16624,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/04/2003",14493,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/04/2004",19732,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/04/2005",16,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/04/2006",18336,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/04/2007",16139,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/04/2008",8655,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/05/2000",12573,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/05/2001",9995,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/05/2002",13765,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/05/2003",14009,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/05/2004",16624,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/05/2005",17905,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/05/2006",19195,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/05/2007",17381,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/05/2008",19185,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/06/1999",4,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/06/2000",14968,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/06/2001",14457,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/06/2002",14059,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/06/2003",17390,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/06/2004",18359,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/06/2005",16118,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/06/2006",16567,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/06/2007",15317,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/07/1999",8723,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/07/2000",13276,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/07/2001",9,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/07/2002",13123,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/07/2003",49,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/07/2004",15004,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/07/2005",16614,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/07/2006",17000,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/07/2007",16011,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/08/1999",13584,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/08/2000",9458,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/08/2001",12929,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/08/2002",14064,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/08/2003",17228,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/08/2004",12202,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/08/2005",15556,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/08/2006",12084,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/08/2007",10969,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/09/1999",12441,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/09/2000",13969,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/09/2001",11936,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/09/2002",14709,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/09/2003",14472,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/09/2004",17577,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/09/2005",13437,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/09/2006",14014,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/09/2007",12549,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/10/1999",9551,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/10/2000",12638,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/10/2001",13921,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/10/2002",14351,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/10/2003",10131,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/10/2004",15774,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/10/2005",14494,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/10/2006",17935,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/10/2007",9902,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/11/1999",11652,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/11/2000",12811,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/11/2001",11323,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/11/2002",14434,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/11/2003",10069,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/11/2004",15030,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/11/2005",15923,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/11/2006",14529,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/11/2007",11761,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/12/1999",12132,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/12/2000",12984,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/12/2001",13884,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/12/2002",14335,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/12/2003",16691,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/12/2004",14296,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/12/2005",12820,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/12/2006",13765,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"26/12/2007",14170,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/01/2000",11281,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/01/2001",14261,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/01/2002",15213,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/01/2003",17292,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/01/2004",17203,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/01/2005",13908,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/01/2006",14336,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/01/2007",12548,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/01/2008",14292,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/02/2000",11013,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/02/2001",13596,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/02/2002",12657,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/02/2003",14455,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/02/2004",16796,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/02/2005",12218,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/02/2006",15898,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/02/2007",12195,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/02/2008",15377,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/03/2000",11996,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/03/2001",13524,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/03/2002",11628,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/03/2003",16185,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/03/2004",14298,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/03/2005",15192,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/03/2006",15217,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/03/2007",14579,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/03/2008",16587,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/04/2000",12956,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/04/2001",11354,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/04/2002",16840,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/04/2003",15496,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/04/2004",19988,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/04/2005",268,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/04/2006",20695,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/04/2007",15331,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/04/2008",12672,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/05/2000",12918,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/05/2001",11802,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/05/2002",14620,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/05/2003",14882,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/05/2004",17071,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/05/2005",18119,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/05/2006",16364,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/05/2007",15260,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/05/2008",17331,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/06/1999",24,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/06/2000",13354,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/06/2001",16161,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/06/2002",13521,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/06/2003",19192,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/06/2004",17128,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/06/2005",16565,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/06/2006",18470,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/06/2007",14096,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/07/1999",9800,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/07/2000",12528,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/07/2001",21,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/07/2002",14640,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/07/2003",77,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/07/2004",16101,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/07/2005",16172,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/07/2006",16712,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/07/2007",15624,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/08/1999",12326,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/08/2000",11495,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/08/2001",15187,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/08/2002",12896,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/08/2003",16473,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/08/2004",11231,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/08/2005",16612,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/08/2006",14448,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/08/2007",11393,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/09/1999",13550,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/09/2000",15174,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/09/2001",9409,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/09/2002",16329,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/09/2003",13213,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/09/2004",16133,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/09/2005",12447,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/09/2006",13276,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/09/2007",13543,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/10/1999",11067,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/10/2000",13613,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/10/2001",11832,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/10/2002",14479,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/10/2003",12515,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/10/2004",17145,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/10/2005",14610,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/10/2006",15157,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/10/2007",9362,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/11/1999",10411,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/11/2000",12220,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/11/2001",12812,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/11/2002",13883,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/11/2003",9329,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/11/2004",16211,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/11/2005",14019,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/11/2006",15485,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/11/2007",12928,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/12/1999",12868,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/12/2000",12884,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/12/2001",12829,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/12/2002",13416,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/12/2003",15893,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/12/2004",13674,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/12/2005",11868,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/12/2006",14997,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"27/12/2007",14954,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"28/01/2000",11712,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"28/01/2001",14141,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"28/01/2002",14955,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"28/01/2003",17251,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"28/01/2004",17506,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"28/01/2005",14452,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"28/01/2006",12120,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"28/01/2007",11257,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"28/01/2008",16703,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"28/02/2000",9757,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"28/02/2001",13389,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"28/02/2002",13656,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"28/02/2003",15017,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"28/02/2004",15483,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"28/02/2005",13917,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"28/02/2006",15990,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"28/02/2007",13065,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"28/02/2008",16727,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"28/03/2000",12209,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
